id,user,created_at,text
915592792750952448,CitronResearch,2017-10-04 15:01:47,b'Here is the story that provides all the evidence the FTC needs agasint Shopify  $SHOP tgt $60 - being generous https://t.co/QBKEIVdpTa'
915574820099649537,CitronResearch,2017-10-04 13:50:22,b'Full story up in one hour...video live now...$SHOP is not the company Wall Street has sold you.  The FTC is going to shit when they read'
915574475957067777,CitronResearch,2017-10-04 13:49:00,"b'$SHOP a business dirtier than $HLF   If the company has 2,500 plus merchants and 25k advanced...who are other 470k merchants?  @FTC'"
849265427276603392,CitronResearch,2017-04-04 14:20:31,b'FleetCor $FLT customers can file their complaints with the Georgia AG or the FTC at https://t.co/QnLnBHPc50  or https://t.co/dK0mjCwh8R'
