id,user,created_at,text,retweet_count
616606493584920576,CitronResearch,2015-07-02 13:56:58,"b'""time to re-enter $TSLA short after being patient- deleiveries were underwhleming to a watchful eye""  Good car- stupid stock'",41
611919536858640384,CitronResearch,2015-06-19 15:32:41,"b'CItron comments on $AMBA ridiculousness. price target $60.  Rev since IPO up 100% EV up 6,000%.  Read full story http://t.co/RL3GQgd05g'",44
610804083071414272,CitronResearch,2015-06-16 13:40:16,b'great work by Richard Pearson in explaining the dangers of owning SXC  http://t.co/u6PduScZzo',13
593060543969169408,CitronResearch,2015-04-28 14:33:46,b'Great research by Rick Pearson on $AMCN  http://t.co/7r01aDaatT',16
585480383170539522,CitronResearch,2015-04-07 16:32:55,b'$CBMG we warned you yesterday- report out today.  Stock to $5\\nhttp://t.co/QIZHQG1jxR',8
585075263903399936,CitronResearch,2015-04-06 13:43:07,b'$CBMG total joke of a bio stock.  If you are lucky enough to get a borrow- enjoy it...stock worth $5',12
575288725162217472,CitronResearch,2015-03-10 13:34:55,b'$LL Citron comments on why LL move may be overdone',24
574947887139807232,CitronResearch,2015-03-09 15:00:32,b'SEC exposes $AXDX.  No viable biz.  Read - but dont finger trade',18
568854222805954560,CitronResearch,2015-02-20 19:26:30,"b'$Z Zillow seeks restraining order to keep Trulia listings -- oops, where did our ad inventory go?  http://t.co/2XIvI8dsSy'",12
568123511870353408,CitronResearch,2015-02-18 19:02:55,"b""$Z  Seems there is some risk/arb clusterf$#% that has forced buys and taken away borrow.  A few days, back to the same ole' shitty biz""",18
556100375984766976,CitronResearch,2015-01-16 14:47:16,"b'$GPRO will one of you analysts PLEASE upgrade this stock, where is incompetence when you need it??'",12
552919365297786881,CitronResearch,2015-01-07 20:07:04,"b'$bbry. A cloud platform for the Internet of things as leading tech platform in autos If only $bbry was an ipo, the mkt cap would triple'",47
552122522842300416,CitronResearch,2015-01-05 15:20:42,"b'HNY to all. $GPRO not sold out anywhere, incl. AMZN.  This is $DDD of this year.  CES than kerplunk $30 by DEC (and that is generous).'",15
548491151179657216,CitronResearch,2014-12-26 14:50:55,b'$GPRO Hero IS available at http://t.co/zYb4ZnTCRr best http://t.co/QC09Yi3BgV and http://t.co/rtOZ3NZagg  So much for that theory.  reit $30',15
532947477817602048,CitronResearch,2014-11-13 17:25:55,b'$BBRY all systems a go for Mr. Chen.  New deal with Samsung makes Citron feel confident about our near term $15 target. New 52 week high',47
529678614158000128,CitronResearch,2014-11-04 16:56:37,b'$GPRO to $30 in 12 months.  Read why at http://t.co/dVIjVPakNf',41
527079348877017088,CitronResearch,2014-10-28 12:48:04,"b""RT @markbspiegel: @DougKass WSJ article said YTD US sales THROUGH Sept. were -26%. Musk didn't respond to that-- he mentioned September ONL\\u2026""",10
520276842885169153,CitronResearch,2014-10-09 18:17:20,b'$GPRO best comp. is Beats Audio Sold for 2x sales- That makes GPRO $20. That is where GPRO is in 12 months- story to follow. buyer beware',26
517011251650899968,CitronResearch,2014-09-30 18:01:02,b'$GPRO analysts raising tgts based on stock movement and not fundamentals create opp for shorts remember $DDD. Initiating short on $GPRO',59
516619449592344576,CitronResearch,2014-09-29 16:04:09,b'$TXTR Investor Fraud...read at http://t.co/Fn9MwJO3Xn',21
509387366994542592,CitronResearch,2014-09-09 17:06:26,b'$scok so your coal mine is now better than other Chinese coal mines.  LOL from a crappy RTO.  You know how this movie ends.',11
502837299613147136,CitronResearch,2014-08-22 15:18:49,b'$JRJC - misleading headline does not mean stocks -esp in China cannot go higher.  Be Careful.  A lot of blue sky in this name and small cap',8
502521473303859200,CitronResearch,2014-08-21 18:23:50,b'Take It directly from JRJC annual report Why News is all hype no substance\\n\\nRead: http://t.co/0EroJJOfmm',17
502512590845538304,CitronResearch,2014-08-21 17:48:32,"b""$JRJC a product of sloppy reporters saying this is China's first online trading.  Read before you invest people.  Complete nonsense""",36
496991852847828992,CitronResearch,2014-08-06 12:11:06,"b'$NUS Citron told you so...no one ever said short selling was a one day event...that is too ""new school"" for Citron.  Many more to follow.'",6
493811739415572481,CitronResearch,2014-07-28 17:34:27,b'$z Zillow conference call without ever mentioning the world Realogy.  Like a Dominoes conference call without mentioning the word pizza',7
493601063355039744,CitronResearch,2014-07-28 03:37:18,b'@beckyquickcnbc http://t.co/z9murm3iRg    worth a read before reporting',1
493600593861038082,CitronResearch,2014-07-28 03:35:26,b'@SquawkCNBC   before you continue to report on ZIllow/Trulia someone at CNBC should read the other side to the story  http://t.co/Lc05ZUKoFO',2
493164145043197953,CitronResearch,2014-07-26 22:41:09,b'$Z $ TRLA  For the real truth of their proposed marriage go to http://t.co/Fn9MwK6dbv',17
492389078663303168,CitronResearch,2014-07-24 19:21:19,b'$Z $TRLA  rumors just ridiculous  Top 10 real estate websites COMBINED do not account for more than 50% of total real estate traffic',21
492312375622512640,CitronResearch,2014-07-24 14:16:31,b'One year ago exact. Citron told you $ANGI was a complete lemon and we put a $6 price tgt when stock was $26.  Getting close.  Analysts LOL',9
489100467201249280,CitronResearch,2014-07-15 17:33:33,b'$USNA as predicted by Citron - Major problems in China. Go to Citronresearch for original articles from Chinese press and update',6
482538599074639873,CitronResearch,2014-06-27 14:59:01,b'$Z Zillow jumps the shark in New York and trouble down under.  Anyone interested in Zillow must read Citron Research',16
482189879749533696,CitronResearch,2014-06-26 15:53:20,b'longs and shorts unite- GO USA SOCCER',8
481453410118418433,CitronResearch,2014-06-24 15:06:52,"b'Future of $BBRY:   ""Internet of Things"" will be 5 - 10X today\'s internet according to John Chambers http://t.co/giGTysWJbp'",16
480000205580816384,CitronResearch,2014-06-20 14:52:21,b'$bbry.  read why Citron believes stock is worth $20 a share minimum  \\n\\nhttp://t.co/ua68jWT2YB',40
478902847241609216,CitronResearch,2014-06-17 14:11:51,b'This is going to be fun. Market has given us some wonderful opportunities for new Citron stories- stay tuned.',6
464786749286526976,CitronResearch,2014-05-09 15:19:31,b'$mdbx fraud has become the worst kept secret on Wall Street http://t.co/lqZrz3ZOEd',11
461127303058034688,CitronResearch,2014-04-29 12:58:11,b'@rabite  Congrats on new fund would love to chat...hit me up via email',0
459011551005921280,CitronResearch,2014-04-23 16:50:56,"b""$MDBX Got RESTRICTED stock promised to be registered by now, but aren't? Citron will help connect you to a qualified securities attorney""",4
458608736823566337,CitronResearch,2014-04-22 14:10:18,b'$MDBX  must read for investors http://t.co/5i6Tv1q8Kl. Fraud is just embedded in the company. Stock will go to .007  No business here',11
445591188431568896,CitronResearch,2014-03-17 16:03:12,"b'$MOBI  staying long...not selling, we should see higher.  Too much blue sky too little market cap, they have turned a corner'",12
444490385121742848,CitronResearch,2014-03-14 15:09:00,b'$QCOR.  Citron releases more lab results.  Company not being honest with FDA or investors.  http://t.co/dVIjVOThLf',15
443785175005011969,CitronResearch,2014-03-12 16:26:45,b'$MOBI  Former Citron story now in  turnaround mode.  Transition to smart phones could create big opp. if China Internet stays strong.  LONG',14
443409154720292865,CitronResearch,2014-03-11 15:32:35,"b""$PLUG   Citron comments on this casino stock.  Management wouldn't buy it at .15 cents why should you buy it at $11?""",39
441244465877897218,CitronResearch,2014-03-05 16:10:53,b'SEC starting to halt some marijuana stocks  http://t.co/8YOpPxJTek   MDBX shareholders watch out',20
439450556008906752,CitronResearch,2014-02-28 17:22:31,b'$QCOR  Even B of A analyst does not know what is in Acthar.  This is not a credit default swap- this is a drug.  What is inside?',2
439445013454262272,CitronResearch,2014-02-28 17:00:30,"b""Citron's comments on recent $QCOR Questcor response  http://t.co/Fn9MwK6dbv""",6
439066196478939136,CitronResearch,2014-02-27 15:55:13,"b'$QCOR ""chain of custody"" was respected'",0
439066053872599040,CitronResearch,2014-02-27 15:54:39,b'$qcor  Best practices and chain of command discip were respected in handling all samples. We are talking a world class lab.  No mistakes.',2
439051239238533120,CitronResearch,2014-02-27 14:55:47,b'You will not believe what Citron discovered about Questcor $QCOR flagship product Acthar.  http://t.co/dVIjVOThLf',9
437974153073659904,CitronResearch,2014-02-24 15:35:49,b'$MDBX we saw the pump- now here comes the dump- and of course violating federal securities laws. Read it on Citronresearch',3
